Rodada,Data,IdCasa,TimeCasa,GolsCasa,IdFora,TimeFora,GolsFora
18,30/06/2025,ATHL,Athletico-PR,1,CAM,Atlético-MG,2
18,30/06/2025,VAS,Vasco,3,CRU,Cruzeiro,2
18,30/06/2025,GRE,Grêmio,0,BAH,Bahia,3
18,30/06/2025,PAL,Palmeiras,2,INT,Internacional,4
18,30/06/2025,VIT,Vitória,0,COR,Corinthians,2
18,30/06/2025,FLA,Flamengo,4,ATO,Atlético-GO,4
18,30/06/2025,CEA,Ceará,1,COR,Coritiba,0
18,30/06/2025,JUVE,Juventude,0,SPO,Sport Recife,1
18,30/06/2025,GOI,Goiás,2,FLU,Fluminense,3
18,30/06/2025,CHA,Chapecoense,1,SAO,São Paulo,4
19,07/07/2025,COR,Coritiba,1,CHA,Chapecoense,4
19,07/07/2025,VAS,Vasco,1,CAM,Atlético-MG,0
19,07/07/2025,GOI,Goiás,0,JUVE,Juventude,4
19,07/07/2025,ATO,Atlético-GO,2,CEA,Ceará,3
19,07/07/2025,COR,Corinthians,3,CRU,Cruzeiro,4
19,07/07/2025,GRE,Grêmio,2,SAO,São Paulo,1
19,07/07/2025,PAL,Palmeiras,4,FLU,Fluminense,0
19,07/07/2025,VIT,Vitória,1,ATHL,Athletico-PR,0
19,07/07/2025,INT,Internacional,2,SPO,Sport Recife,2
19,07/07/2025,FLA,Flamengo,2,BAH,Bahia,0
20,14/07/2025,SAO,São Paulo,3,CRU,Cruzeiro,4
20,14/07/2025,CHA,Chapecoense,1,INT,Internacional,0
20,14/07/2025,FLA,Flamengo,4,JUVE,Juventude,0
20,14/07/2025,CAM,Atlético-MG,4,VAS,Vasco,0
20,14/07/2025,COR,Coritiba,3,ATHL,Athletico-PR,2
20,14/07/2025,FLU,Fluminense,3,VIT,Vitória,2
20,14/07/2025,BAH,Bahia,0,GOI,Goiás,0
20,14/07/2025,GRE,Grêmio,0,ATO,Atlético-GO,3
20,14/07/2025,CEA,Ceará,2,COR,Corinthians,0
20,14/07/2025,PAL,Palmeiras,0,SPO,Sport Recife,4
21,21/07/2025,INT,Internacional,3,PAL,Palmeiras,4
21,21/07/2025,VAS,Vasco,1,GOI,Goiás,1
21,21/07/2025,CAM,Atlético-MG,0,CEA,Ceará,4
21,21/07/2025,ATO,Atlético-GO,2,CRU,Cruzeiro,4
21,21/07/2025,COR,Corinthians,3,FLU,Fluminense,2
21,21/07/2025,JUVE,Juventude,2,ATHL,Athletico-PR,0
21,21/07/2025,BAH,Bahia,1,SAO,São Paulo,0
21,21/07/2025,VIT,Vitória,0,FLA,Flamengo,2
21,21/07/2025,COR,Coritiba,3,CHA,Chapecoense,2
21,21/07/2025,GRE,Grêmio,0,SPO,Sport Recife,3
22,28/07/2025,GOI,Goiás,1,VIT,Vitória,2
22,28/07/2025,CEA,Ceará,3,GRE,Grêmio,3
22,28/07/2025,CHA,Chapecoense,3,COR,Corinthians,1
22,28/07/2025,ATO,Atlético-GO,2,ATHL,Athletico-PR,3
22,28/07/2025,PAL,Palmeiras,1,CRU,Cruzeiro,0
22,28/07/2025,BAH,Bahia,3,INT,Internacional,3
22,28/07/2025,FLU,Fluminense,1,VAS,Vasco,1
22,28/07/2025,SPO,Sport Recife,4,JUVE,Juventude,4
22,28/07/2025,CAM,Atlético-MG,0,SAO,São Paulo,0
22,28/07/2025,FLA,Flamengo,4,COR,Coritiba,3
23,04/08/2025,ATO,Atlético-GO,2,VAS,Vasco,4
23,04/08/2025,CEA,Ceará,1,COR,Corinthians,2
23,04/08/2025,FLA,Flamengo,2,COR,Coritiba,0
23,04/08/2025,CHA,Chapecoense,1,GRE,Grêmio,3
23,04/08/2025,FLU,Fluminense,4,PAL,Palmeiras,3
23,04/08/2025,GOI,Goiás,2,CAM,Atlético-MG,0
23,04/08/2025,ATHL,Athletico-PR,3,BAH,Bahia,2
23,04/08/2025,INT,Internacional,3,JUVE,Juventude,2
23,04/08/2025,SPO,Sport Recife,3,SAO,São Paulo,4
23,04/08/2025,CRU,Cruzeiro,4,VIT,Vitória,2
24,11/08/2025,COR,Coritiba,4,PAL,Palmeiras,4
24,11/08/2025,FLU,Fluminense,3,BAH,Bahia,4
24,11/08/2025,ATHL,Athletico-PR,0,VIT,Vitória,4
24,11/08/2025,CRU,Cruzeiro,1,ATO,Atlético-GO,3
24,11/08/2025,SAO,São Paulo,4,VAS,Vasco,3
24,11/08/2025,FLA,Flamengo,0,SPO,Sport Recife,3
24,11/08/2025,GOI,Goiás,4,CEA,Ceará,0
24,11/08/2025,JUVE,Juventude,2,COR,Corinthians,1
24,11/08/2025,CAM,Atlético-MG,1,GRE,Grêmio,2
24,11/08/2025,INT,Internacional,1,CHA,Chapecoense,1
25,18/08/2025,CRU,Cruzeiro,3,JUVE,Juventude,4
25,18/08/2025,BAH,Bahia,1,CAM,Atlético-MG,3
25,18/08/2025,VIT,Vitória,3,ATO,Atlético-GO,3
25,18/08/2025,PAL,Palmeiras,1,SAO,São Paulo,4
25,18/08/2025,FLU,Fluminense,4,INT,Internacional,2
25,18/08/2025,VAS,Vasco,1,ATHL,Athletico-PR,1
25,18/08/2025,CEA,Ceará,1,COR,Coritiba,1
25,18/08/2025,CHA,Chapecoense,2,FLA,Flamengo,0
25,18/08/2025,SPO,Sport Recife,0,GRE,Grêmio,3
25,18/08/2025,COR,Corinthians,3,GOI,Goiás,2
26,25/08/2025,CEA,Ceará,3,INT,Internacional,4
26,25/08/2025,SAO,São Paulo,3,COR,Corinthians,2
26,25/08/2025,JUVE,Juventude,3,GRE,Grêmio,3
26,25/08/2025,FLU,Fluminense,2,FLA,Flamengo,2
26,25/08/2025,VIT,Vitória,1,ATO,Atlético-GO,0
26,25/08/2025,VAS,Vasco,0,BAH,Bahia,0
26,25/08/2025,SPO,Sport Recife,4,PAL,Palmeiras,2
26,25/08/2025,COR,Coritiba,0,ATHL,Athletico-PR,2
26,25/08/2025,CAM,Atlético-MG,0,CHA,Chapecoense,1
26,25/08/2025,GOI,Goiás,1,CRU,Cruzeiro,1
27,01/09/2025,COR,Corinthians,1,JUVE,Juventude,2
27,01/09/2025,COR,Coritiba,3,VIT,Vitória,4
27,01/09/2025,PAL,Palmeiras,1,ATHL,Athletico-PR,4
27,01/09/2025,FLA,Flamengo,0,INT,Internacional,0
27,01/09/2025,GOI,Goiás,1,VAS,Vasco,2
27,01/09/2025,BAH,Bahia,1,GRE,Grêmio,3
27,01/09/2025,CEA,Ceará,0,ATO,Atlético-GO,4
27,01/09/2025,CHA,Chapecoense,0,SPO,Sport Recife,3
27,01/09/2025,SAO,São Paulo,2,CAM,Atlético-MG,0
27,01/09/2025,FLU,Fluminense,0,CRU,Cruzeiro,2
28,08/09/2025,INT,Internacional,4,PAL,Palmeiras,4
28,08/09/2025,VAS,Vasco,1,CEA,Ceará,2
28,08/09/2025,FLU,Fluminense,4,GRE,Grêmio,2
28,08/09/2025,ATO,Atlético-GO,2,COR,Coritiba,2
28,08/09/2025,SPO,Sport Recife,1,CAM,Atlético-MG,3
28,08/09/2025,CHA,Chapecoense,2,VIT,Vitória,2
28,08/09/2025,GOI,Goiás,4,FLA,Flamengo,4
28,08/09/2025,COR,Corinthians,1,ATHL,Athletico-PR,4
28,08/09/2025,JUVE,Juventude,0,CRU,Cruzeiro,0
28,08/09/2025,SAO,São Paulo,2,BAH,Bahia,2
29,15/09/2025,CRU,Cruzeiro,3,COR,Coritiba,3
29,15/09/2025,FLU,Fluminense,2,ATHL,Athletico-PR,1
29,15/09/2025,CHA,Chapecoense,1,SPO,Sport Recife,1
29,15/09/2025,CEA,Ceará,1,GOI,Goiás,4
29,15/09/2025,ATO,Atlético-GO,0,CAM,Atlético-MG,2
29,15/09/2025,VAS,Vasco,2,PAL,Palmeiras,1
29,15/09/2025,FLA,Flamengo,4,JUVE,Juventude,4
29,15/09/2025,GRE,Grêmio,4,BAH,Bahia,4
29,15/09/2025,COR,Corinthians,4,INT,Internacional,3
29,15/09/2025,VIT,Vitória,3,SAO,São Paulo,4
30,22/09/2025,SPO,Sport Recife,4,CRU,Cruzeiro,1
30,22/09/2025,GOI,Goiás,2,CAM,Atlético-MG,0
30,22/09/2025,CHA,Chapecoense,0,INT,Internacional,1
30,22/09/2025,FLA,Flamengo,0,ATO,Atlético-GO,4
30,22/09/2025,COR,Coritiba,3,PAL,Palmeiras,4
30,22/09/2025,VIT,Vitória,2,JUVE,Juventude,2
30,22/09/2025,GRE,Grêmio,1,FLU,Fluminense,0
30,22/09/2025,ATHL,Athletico-PR,1,BAH,Bahia,0
30,22/09/2025,CEA,Ceará,0,COR,Corinthians,2
30,22/09/2025,SAO,São Paulo,4,VAS,Vasco,2
31,29/09/2025,VAS,Vasco,1,COR,Corinthians,1
31,29/09/2025,GRE,Grêmio,2,COR,Coritiba,3
31,29/09/2025,INT,Internacional,3,CHA,Chapecoense,1
31,29/09/2025,BAH,Bahia,2,FLU,Fluminense,2
31,29/09/2025,ATHL,Athletico-PR,0,GOI,Goiás,2
31,29/09/2025,FLA,Flamengo,1,PAL,Palmeiras,3
31,29/09/2025,SAO,São Paulo,0,JUVE,Juventude,4
31,29/09/2025,ATO,Atlético-GO,1,VIT,Vitória,1
31,29/09/2025,SPO,Sport Recife,4,CRU,Cruzeiro,3
31,29/09/2025,CAM,Atlético-MG,0,CEA,Ceará,0
32,06/10/2025,VIT,Vitória,3,COR,Coritiba,1
32,06/10/2025,VAS,Vasco,4,GOI,Goiás,0
32,06/10/2025,COR,Corinthians,0,BAH,Bahia,2
32,06/10/2025,SPO,Sport Recife,1,SAO,São Paulo,4
32,06/10/2025,INT,Internacional,2,CAM,Atlético-MG,2
32,06/10/2025,GRE,Grêmio,3,CRU,Cruzeiro,3
32,06/10/2025,FLU,Fluminense,3,PAL,Palmeiras,4
32,06/10/2025,ATHL,Athletico-PR,4,FLA,Flamengo,1
32,06/10/2025,ATO,Atlético-GO,4,CHA,Chapecoense,2
32,06/10/2025,JUVE,Juventude,3,CEA,Ceará,1
33,13/10/2025,COR,Coritiba,2,JUVE,Juventude,1
33,13/10/2025,CAM,Atlético-MG,4,CHA,Chapecoense,3
33,13/10/2025,CRU,Cruzeiro,3,FLU,Fluminense,3
33,13/10/2025,CEA,Ceará,4,INT,Internacional,0
33,13/10/2025,ATO,Atlético-GO,3,VIT,Vitória,4
33,13/10/2025,SPO,Sport Recife,2,GOI,Goiás,1
33,13/10/2025,VAS,Vasco,3,ATHL,Athletico-PR,4
33,13/10/2025,COR,Corinthians,3,GRE,Grêmio,0
33,13/10/2025,SAO,São Paulo,1,PAL,Palmeiras,1
33,13/10/2025,BAH,Bahia,2,FLA,Flamengo,4
34,20/10/2025,GOI,Goiás,0,COR,Coritiba,1
34,20/10/2025,PAL,Palmeiras,2,VAS,Vasco,3
34,20/10/2025,CEA,Ceará,1,SPO,Sport Recife,2
34,20/10/2025,BAH,Bahia,1,JUVE,Juventude,3
34,20/10/2025,GRE,Grêmio,2,CAM,Atlético-MG,1
34,20/10/2025,VIT,Vitória,2,CHA,Chapecoense,2
34,20/10/2025,FLU,Fluminense,3,ATHL,Athletico-PR,2
34,20/10/2025,CRU,Cruzeiro,3,INT,Internacional,0
34,20/10/2025,SAO,São Paulo,2,ATO,Atlético-GO,3
34,20/10/2025,COR,Corinthians,2,FLA,Flamengo,0
35,27/10/2025,SAO,São Paulo,3,JUVE,Juventude,2
35,27/10/2025,COR,Coritiba,1,ATHL,Athletico-PR,0
35,27/10/2025,INT,Internacional,2,CHA,Chapecoense,1
35,27/10/2025,CAM,Atlético-MG,3,ATO,Atlético-GO,2
35,27/10/2025,CEA,Ceará,0,GRE,Grêmio,3
35,27/10/2025,VIT,Vitória,1,COR,Corinthians,2
35,27/10/2025,VAS,Vasco,0,PAL,Palmeiras,3
35,27/10/2025,FLA,Flamengo,2,GOI,Goiás,0
35,27/10/2025,FLU,Fluminense,1,CRU,Cruzeiro,2
35,27/10/2025,SPO,Sport Recife,2,BAH,Bahia,2
36,03/11/2025,VAS,Vasco,3,COR,Coritiba,2
36,03/11/2025,BAH,Bahia,4,FLA,Flamengo,0
36,03/11/2025,SPO,Sport Recife,0,CEA,Ceará,0
36,03/11/2025,INT,Internacional,1,PAL,Palmeiras,4
36,03/11/2025,VIT,Vitória,4,FLU,Fluminense,3
36,03/11/2025,SAO,São Paulo,0,CRU,Cruzeiro,3
36,03/11/2025,GRE,Grêmio,4,CHA,Chapecoense,2
36,03/11/2025,ATO,Atlético-GO,0,ATHL,Athletico-PR,2
36,03/11/2025,COR,Corinthians,1,JUVE,Juventude,1
36,03/11/2025,CAM,Atlético-MG,2,GOI,Goiás,0
37,10/11/2025,GRE,Grêmio,3,CRU,Cruzeiro,1
37,10/11/2025,CHA,Chapecoense,0,INT,Internacional,2
37,10/11/2025,SPO,Sport Recife,4,SAO,São Paulo,4
37,10/11/2025,VAS,Vasco,3,JUVE,Juventude,0
37,10/11/2025,COR,Coritiba,3,BAH,Bahia,1
37,10/11/2025,ATHL,Athletico-PR,1,FLA,Flamengo,2
37,10/11/2025,GOI,Goiás,0,CAM,Atlético-MG,0
37,10/11/2025,COR,Corinthians,0,VIT,Vitória,0
37,10/11/2025,CEA,Ceará,2,FLU,Fluminense,1
37,10/11/2025,ATO,Atlético-GO,0,PAL,Palmeiras,0
38,17/11/2025,SAO,São Paulo,4,SPO,Sport Recife,3
38,17/11/2025,INT,Internacional,4,CHA,Chapecoense,0
38,17/11/2025,COR,Coritiba,2,PAL,Palmeiras,1
38,17/11/2025,ATO,Atlético-GO,0,FLA,Flamengo,0
38,17/11/2025,FLU,Fluminense,3,VAS,Vasco,2
38,17/11/2025,CEA,Ceará,2,GOI,Goiás,3
38,17/11/2025,GRE,Grêmio,1,ATHL,Athletico-PR,2
38,17/11/2025,JUVE,Juventude,2,CRU,Cruzeiro,1
38,17/11/2025,BAH,Bahia,4,CAM,Atlético-MG,1
38,17/11/2025,VIT,Vitória,4,COR,Corinthians,2
