Rodada,Data,IdCasa,TimeCasa,GolsCasa,IdFora,TimeFora,GolsFora
5,02/06/2025,FLU,Fluminense,0,FLAM,Flamengo,1
5,02/06/2025,SAO,São Paulo,2,CHAP,Chapecoense,4
5,02/06/2025,CEAR,Ceará,3,JUVE,Juventude,2
5,02/06/2025,ATL,Atlético-MG,1,GOI,Goiás,2
5,02/06/2025,ATLE,Atlético-GO,0,GREM,Grêmio,1
5,02/06/2025,CRU,Cruzeiro,0,SPORT,Sport Recife,0
5,02/06/2025,VIT,Vitória,3,COR,Coritiba,4
5,02/06/2025,PALM,Palmeiras,1,CORI,Corinthians,1
5,02/06/2025,INTE,Internacional,0,VAS,Vasco,0
6,09/06/2025,VIT,Vitória,0,FLAM,Flamengo,3
6,09/06/2025,ATHL,Athletico-PR,0,SPORT,Sport Recife,2
6,09/06/2025,VAS,Vasco,0,SAO,São Paulo,1
6,09/06/2025,FLU,Fluminense,0,JUVE,Juventude,2
6,09/06/2025,CHAP,Chapecoense,3,ATLE,Atlético-GO,3
6,09/06/2025,ATL,Atlético-MG,2,CEAR,Ceará,1
6,09/06/2025,CORI,Corinthians,0,CRU,Cruzeiro,0
6,09/06/2025,PALM,Palmeiras,0,COR,Coritiba,3
6,09/06/2025,GOI,Goiás,1,INTE,Internacional,1
6,09/06/2025,GREM,Grêmio,4,BAHI,Bahia,2
7,16/06/2025,ATLE,Atlético-GO,0,SAO,São Paulo,0
7,16/06/2025,CHAP,Chapecoense,1,COR,Coritiba,3
7,16/06/2025,CEAR,Ceará,4,GOI,Goiás,2
7,16/06/2025,FLU,Fluminense,4,FLAM,Flamengo,0
7,16/06/2025,JUVE,Juventude,3,VAS,Vasco,1
7,16/06/2025,ATL,Atlético-MG,0,CORI,Corinthians,0
7,16/06/2025,BAHI,Bahia,4,ATHL,Athletico-PR,1
7,16/06/2025,GREM,Grêmio,4,PALM,Palmeiras,1
7,16/06/2025,CRU,Cruzeiro,0,INTE,Internacional,0
7,16/06/2025,VIT,Vitória,2,SPORT,Sport Recife,2
8,23/06/2025,COR,Coritiba,2,SPORT,Sport Recife,0
8,23/06/2025,FLAM,Flamengo,2,ATL,Atlético-MG,1
8,23/06/2025,SAO,São Paulo,1,VIT,Vitória,4
8,23/06/2025,VAS,Vasco,1,ATLE,Atlético-GO,0
8,23/06/2025,GOI,Goiás,3,CRU,Cruzeiro,0
8,23/06/2025,JUVE,Juventude,4,ATHL,Athletico-PR,4
8,23/06/2025,CORI,Corinthians,3,CHAP,Chapecoense,3
8,23/06/2025,GREM,Grêmio,4,CEAR,Ceará,2
8,23/06/2025,PALM,Palmeiras,1,INTE,Internacional,0
8,23/06/2025,BAHI,Bahia,1,FLU,Fluminense,3
9,30/06/2025,SPORT,Sport Recife,0,ATL,Atlético-MG,2
9,30/06/2025,CHAP,Chapecoense,3,CORI,Corinthians,1
9,30/06/2025,GREM,Grêmio,3,FLAM,Flamengo,3
9,30/06/2025,ATLE,Atlético-GO,0,PALM,Palmeiras,0
9,30/06/2025,VIT,Vitória,4,SAO,São Paulo,2
9,30/06/2025,ATHL,Athletico-PR,4,CEAR,Ceará,1
9,30/06/2025,BAHI,Bahia,2,CRU,Cruzeiro,2
9,30/06/2025,FLU,Fluminense,1,VAS,Vasco,4
9,30/06/2025,GOI,Goiás,3,COR,Coritiba,4
9,30/06/2025,JUVE,Juventude,1,INTE,Internacional,4
10,07/07/2025,CHAP,Chapecoense,1,VAS,Vasco,4
10,07/07/2025,SAO,São Paulo,1,COR,Coritiba,1
10,07/07/2025,ATL,Atlético-MG,0,GOI,Goiás,3
10,07/07/2025,GREM,Grêmio,4,SPORT,Sport Recife,0
10,07/07/2025,CEAR,Ceará,4,JUVE,Juventude,4
10,07/07/2025,ATHL,Athletico-PR,4,BAHI,Bahia,2
10,07/07/2025,CRU,Cruzeiro,0,CORI,Corinthians,4
10,07/07/2025,FLAM,Flamengo,0,ATLE,Atlético-GO,0
10,07/07/2025,INTE,Internacional,4,VIT,Vitória,4
10,07/07/2025,FLU,Fluminense,1,PALM,Palmeiras,1
11,14/07/2025,FLAM,Flamengo,2,JUVE,Juventude,3
11,14/07/2025,COR,Coritiba,3,INTE,Internacional,1
11,14/07/2025,SPORT,Sport Recife,1,CHAP,Chapecoense,4
11,14/07/2025,CEAR,Ceará,4,GREM,Grêmio,0
11,14/07/2025,PALM,Palmeiras,4,BAHI,Bahia,4
11,14/07/2025,SAO,São Paulo,2,CRU,Cruzeiro,0
11,14/07/2025,GOI,Goiás,2,ATL,Atlético-MG,3
11,14/07/2025,VAS,Vasco,2,ATLE,Atlético-GO,3
11,14/07/2025,CORI,Corinthians,2,FLU,Fluminense,0
11,14/07/2025,VIT,Vitória,4,ATHL,Athletico-PR,3
12,21/07/2025,FLU,Fluminense,0,CHAP,Chapecoense,1
12,21/07/2025,SPORT,Sport Recife,0,GREM,Grêmio,0
12,21/07/2025,ATLE,Atlético-GO,3,PALM,Palmeiras,2
12,21/07/2025,ATHL,Athletico-PR,1,CRU,Cruzeiro,2
12,21/07/2025,GOI,Goiás,0,JUVE,Juventude,0
12,21/07/2025,VAS,Vasco,3,FLAM,Flamengo,1
12,21/07/2025,VIT,Vitória,2,SAO,São Paulo,2
12,21/07/2025,CEAR,Ceará,4,CORI,Corinthians,2
12,21/07/2025,COR,Coritiba,4,INTE,Internacional,4
12,21/07/2025,ATL,Atlético-MG,3,BAHI,Bahia,0
13,28/07/2025,COR,Coritiba,4,SPORT,Sport Recife,1
13,28/07/2025,INTE,Internacional,2,JUVE,Juventude,0
13,28/07/2025,CORI,Corinthians,4,VIT,Vitória,3
13,28/07/2025,CRU,Cruzeiro,4,ATLE,Atlético-GO,0
13,28/07/2025,BAHI,Bahia,4,FLU,Fluminense,3
13,28/07/2025,FLAM,Flamengo,1,CEAR,Ceará,2
13,28/07/2025,VAS,Vasco,0,SAO,São Paulo,2
13,28/07/2025,GREM,Grêmio,3,GOI,Goiás,1
13,28/07/2025,ATHL,Athletico-PR,1,CHAP,Chapecoense,2
13,28/07/2025,ATL,Atlético-MG,4,PALM,Palmeiras,2
14,04/08/2025,FLU,Fluminense,0,CHAP,Chapecoense,1
14,04/08/2025,SPORT,Sport Recife,3,SAO,São Paulo,2
14,04/08/2025,CRU,Cruzeiro,2,JUVE,Juventude,2
14,04/08/2025,ATLE,Atlético-GO,1,ATHL,Athletico-PR,3
14,04/08/2025,CEAR,Ceará,0,GOI,Goiás,0
14,04/08/2025,COR,Coritiba,4,VAS,Vasco,2
14,04/08/2025,VIT,Vitória,1,GREM,Grêmio,2
14,04/08/2025,ATL,Atlético-MG,1,CORI,Corinthians,3
14,04/08/2025,FLAM,Flamengo,3,INTE,Internacional,0
14,04/08/2025,PALM,Palmeiras,3,BAHI,Bahia,1
15,11/08/2025,CRU,Cruzeiro,1,ATL,Atlético-MG,2
15,11/08/2025,CHAP,Chapecoense,0,SPORT,Sport Recife,0
15,11/08/2025,COR,Coritiba,2,ATHL,Athletico-PR,4
15,11/08/2025,GOI,Goiás,4,FLAM,Flamengo,1
15,11/08/2025,BAHI,Bahia,4,PALM,Palmeiras,0
15,11/08/2025,VAS,Vasco,2,CEAR,Ceará,1
15,11/08/2025,SAO,São Paulo,0,FLU,Fluminense,0
15,11/08/2025,ATLE,Atlético-GO,0,CORI,Corinthians,2
15,11/08/2025,VIT,Vitória,4,GREM,Grêmio,0
15,11/08/2025,JUVE,Juventude,2,INTE,Internacional,1
16,18/08/2025,INTE,Internacional,1,ATHL,Athletico-PR,1
16,18/08/2025,GREM,Grêmio,3,GOI,Goiás,4
16,18/08/2025,SAO,São Paulo,1,PALM,Palmeiras,1
16,18/08/2025,ATLE,Atlético-GO,4,FLAM,Flamengo,4
16,18/08/2025,VIT,Vitória,1,CORI,Corinthians,4
16,18/08/2025,COR,Coritiba,3,ATL,Atlético-MG,1
16,18/08/2025,CHAP,Chapecoense,2,SPORT,Sport Recife,4
16,18/08/2025,FLU,Fluminense,0,CRU,Cruzeiro,4
16,18/08/2025,JUVE,Juventude,3,CEAR,Ceará,1
16,18/08/2025,VAS,Vasco,1,BAHI,Bahia,1
17,25/08/2025,VIT,Vitória,4,BAHI,Bahia,3
17,25/08/2025,CRU,Cruzeiro,1,COR,Coritiba,3
17,25/08/2025,VAS,Vasco,2,FLU,Fluminense,2
17,25/08/2025,GREM,Grêmio,2,SAO,São Paulo,0
17,25/08/2025,CHAP,Chapecoense,0,JUVE,Juventude,3
17,25/08/2025,ATHL,Athletico-PR,3,GOI,Goiás,3
17,25/08/2025,FLAM,Flamengo,0,SPORT,Sport Recife,2
17,25/08/2025,INTE,Internacional,2,PALM,Palmeiras,0
17,25/08/2025,CORI,Corinthians,0,ATL,Atlético-MG,3
17,25/08/2025,ATLE,Atlético-GO,2,CEAR,Ceará,3
18,01/09/2025,FLU,Fluminense,0,ATHL,Athletico-PR,3
18,01/09/2025,CEAR,Ceará,1,CRU,Cruzeiro,2
18,01/09/2025,GREM,Grêmio,0,ATLE,Atlético-GO,2
18,01/09/2025,COR,Coritiba,4,SPORT,Sport Recife,2
18,01/09/2025,FLAM,Flamengo,1,CORI,Corinthians,3
18,01/09/2025,SAO,São Paulo,1,JUVE,Juventude,0
18,01/09/2025,BAHI,Bahia,4,INTE,Internacional,2
18,01/09/2025,VAS,Vasco,2,CHAP,Chapecoense,3
18,01/09/2025,PALM,Palmeiras,0,VIT,Vitória,2
18,01/09/2025,GOI,Goiás,2,ATL,Atlético-MG,4
19,08/09/2025,CORI,Corinthians,3,INTE,Internacional,2
19,08/09/2025,GOI,Goiás,4,GREM,Grêmio,1
19,08/09/2025,JUVE,Juventude,0,VAS,Vasco,3
19,08/09/2025,CRU,Cruzeiro,2,VIT,Vitória,1
19,08/09/2025,ATL,Atlético-MG,3,ATHL,Athletico-PR,1
19,08/09/2025,ATLE,Atlético-GO,0,FLAM,Flamengo,3
19,08/09/2025,FLU,Fluminense,4,COR,Coritiba,0
19,08/09/2025,CEAR,Ceará,2,CHAP,Chapecoense,4
19,08/09/2025,SAO,São Paulo,2,BAHI,Bahia,4
19,08/09/2025,SPORT,Sport Recife,4,PALM,Palmeiras,2
20,15/09/2025,ATL,Atlético-MG,1,GREM,Grêmio,2
20,15/09/2025,FLAM,Flamengo,2,BAHI,Bahia,2
20,15/09/2025,SPORT,Sport Recife,1,SAO,São Paulo,2
20,15/09/2025,CORI,Corinthians,1,CRU,Cruzeiro,2
20,15/09/2025,VIT,Vitória,0,ATHL,Athletico-PR,0
20,15/09/2025,CHAP,Chapecoense,3,ATLE,Atlético-GO,3
20,15/09/2025,INTE,Internacional,1,COR,Coritiba,4
20,15/09/2025,VAS,Vasco,0,PALM,Palmeiras,3
20,15/09/2025,JUVE,Juventude,2,GOI,Goiás,0
20,15/09/2025,CEAR,Ceará,1,FLU,Fluminense,4
21,22/09/2025,ATLE,Atlético-GO,4,SPORT,Sport Recife,0
21,22/09/2025,ATHL,Athletico-PR,0,JUVE,Juventude,0
21,22/09/2025,SAO,São Paulo,2,GREM,Grêmio,0
21,22/09/2025,CRU,Cruzeiro,1,FLAM,Flamengo,1
21,22/09/2025,INTE,Internacional,0,FLU,Fluminense,3
21,22/09/2025,PALM,Palmeiras,4,CEAR,Ceará,1
21,22/09/2025,VIT,Vitória,3,COR,Coritiba,4
21,22/09/2025,BAHI,Bahia,0,CORI,Corinthians,0
21,22/09/2025,GOI,Goiás,4,CHAP,Chapecoense,1
21,22/09/2025,VAS,Vasco,4,ATL,Atlético-MG,3
22,29/09/2025,FLAM,Flamengo,3,FLU,Fluminense,1
22,29/09/2025,GREM,Grêmio,3,COR,Coritiba,3
22,29/09/2025,INTE,Internacional,2,CHAP,Chapecoense,3
22,29/09/2025,CORI,Corinthians,3,CEAR,Ceará,4
22,29/09/2025,VAS,Vasco,3,ATLE,Atlético-GO,3
22,29/09/2025,SPORT,Sport Recife,3,GOI,Goiás,1
22,29/09/2025,BAHI,Bahia,4,SAO,São Paulo,3
22,29/09/2025,ATL,Atlético-MG,4,ATHL,Athletico-PR,2
22,29/09/2025,PALM,Palmeiras,0,CRU,Cruzeiro,4
22,29/09/2025,VIT,Vitória,2,JUVE,Juventude,1
23,06/10/2025,ATHL,Athletico-PR,0,GOI,Goiás,3
23,06/10/2025,VIT,Vitória,2,SPORT,Sport Recife,1
23,06/10/2025,PALM,Palmeiras,3,ATLE,Atlético-GO,0
23,06/10/2025,VAS,Vasco,2,CRU,Cruzeiro,3
23,06/10/2025,CORI,Corinthians,1,JUVE,Juventude,3
23,06/10/2025,ATL,Atlético-MG,2,FLAM,Flamengo,2
23,06/10/2025,GREM,Grêmio,4,CEAR,Ceará,4
23,06/10/2025,COR,Coritiba,3,CHAP,Chapecoense,1
23,06/10/2025,BAHI,Bahia,3,SAO,São Paulo,2
23,06/10/2025,FLU,Fluminense,2,INTE,Internacional,0
24,13/10/2025,ATHL,Athletico-PR,4,GOI,Goiás,3
24,13/10/2025,CEAR,Ceará,0,JUVE,Juventude,2
24,13/10/2025,VAS,Vasco,3,COR,Coritiba,4
24,13/10/2025,ATLE,Atlético-GO,2,CRU,Cruzeiro,4
24,13/10/2025,SPORT,Sport Recife,1,PALM,Palmeiras,1
24,13/10/2025,SAO,São Paulo,0,BAHI,Bahia,2
24,13/10/2025,GREM,Grêmio,1,FLAM,Flamengo,0
24,13/10/2025,INTE,Internacional,3,VIT,Vitória,3
24,13/10/2025,FLU,Fluminense,4,CORI,Corinthians,1
24,13/10/2025,ATL,Atlético-MG,3,CHAP,Chapecoense,3
25,20/10/2025,SAO,São Paulo,3,SPORT,Sport Recife,2
25,20/10/2025,ATHL,Athletico-PR,4,ATL,Atlético-MG,2
25,20/10/2025,CORI,Corinthians,0,GREM,Grêmio,3
25,20/10/2025,VAS,Vasco,4,COR,Coritiba,1
25,20/10/2025,CHAP,Chapecoense,2,INTE,Internacional,1
25,20/10/2025,CEAR,Ceará,1,PALM,Palmeiras,1
25,20/10/2025,JUVE,Juventude,3,BAHI,Bahia,1
25,20/10/2025,FLAM,Flamengo,2,VIT,Vitória,1
25,20/10/2025,FLU,Fluminense,1,CRU,Cruzeiro,1
25,20/10/2025,ATLE,Atlético-GO,3,GOI,Goiás,4
26,27/10/2025,CEAR,Ceará,4,FLAM,Flamengo,1
26,27/10/2025,ATL,Atlético-MG,2,VAS,Vasco,1
26,27/10/2025,CORI,Corinthians,4,ATLE,Atlético-GO,2
26,27/10/2025,BAHI,Bahia,2,INTE,Internacional,2
26,27/10/2025,GREM,Grêmio,0,FLU,Fluminense,2
26,27/10/2025,SPORT,Sport Recife,2,ATHL,Athletico-PR,0
26,27/10/2025,JUVE,Juventude,0,GOI,Goiás,2
26,27/10/2025,SAO,São Paulo,0,COR,Coritiba,3
26,27/10/2025,PALM,Palmeiras,4,CRU,Cruzeiro,1
26,27/10/2025,VIT,Vitória,4,CHAP,Chapecoense,4
27,03/11/2025,BAHI,Bahia,1,CORI,Corinthians,3
27,03/11/2025,COR,Coritiba,4,VAS,Vasco,2
27,03/11/2025,INTE,Internacional,2,SAO,São Paulo,0
27,03/11/2025,CHAP,Chapecoense,3,CRU,Cruzeiro,3
27,03/11/2025,FLAM,Flamengo,2,ATL,Atlético-MG,0
27,03/11/2025,VIT,Vitória,1,PALM,Palmeiras,2
27,03/11/2025,FLU,Fluminense,3,CEAR,Ceará,3
27,03/11/2025,JUVE,Juventude,0,GREM,Grêmio,4
27,03/11/2025,SPORT,Sport Recife,2,ATLE,Atlético-GO,1
27,03/11/2025,ATHL,Athletico-PR,1,GOI,Goiás,1
28,10/11/2025,FLAM,Flamengo,1,SAO,São Paulo,3
28,10/11/2025,BAHI,Bahia,0,ATL,Atlético-MG,4
28,10/11/2025,CORI,Corinthians,2,GOI,Goiás,4
28,10/11/2025,CHAP,Chapecoense,4,GREM,Grêmio,1
28,10/11/2025,INTE,Internacional,3,FLU,Fluminense,0
28,10/11/2025,COR,Coritiba,1,VAS,Vasco,0
28,10/11/2025,CRU,Cruzeiro,4,ATLE,Atlético-GO,2
28,10/11/2025,VIT,Vitória,4,PALM,Palmeiras,2
28,10/11/2025,JUVE,Juventude,3,ATHL,Athletico-PR,4
28,10/11/2025,SPORT,Sport Recife,3,CEAR,Ceará,0
29,17/11/2025,VAS,Vasco,1,GOI,Goiás,2
29,17/11/2025,GREM,Grêmio,4,CEAR,Ceará,1
29,17/11/2025,BAHI,Bahia,4,SPORT,Sport Recife,4
29,17/11/2025,CRU,Cruzeiro,1,COR,Coritiba,1
29,17/11/2025,CHAP,Chapecoense,4,ATHL,Athletico-PR,3
29,17/11/2025,ATL,Atlético-MG,3,FLU,Fluminense,4
29,17/11/2025,JUVE,Juventude,2,FLAM,Flamengo,3
29,17/11/2025,VIT,Vitória,4,SAO,São Paulo,3
29,17/11/2025,ATLE,Atlético-GO,4,PALM,Palmeiras,2
29,17/11/2025,CORI,Corinthians,2,INTE,Internacional,0
30,24/11/2025,VIT,Vitória,0,FLU,Fluminense,2
30,24/11/2025,ATL,Atlético-MG,4,COR,Coritiba,3
30,24/11/2025,SPORT,Sport Recife,4,CHAP,Chapecoense,3
30,24/11/2025,GREM,Grêmio,0,JUVE,Juventude,3
30,24/11/2025,GOI,Goiás,3,ATLE,Atlético-GO,3
30,24/11/2025,VAS,Vasco,2,BAHI,Bahia,1
30,24/11/2025,ATHL,Athletico-PR,4,CEAR,Ceará,4
30,24/11/2025,CORI,Corinthians,4,SAO,São Paulo,4
30,24/11/2025,FLAM,Flamengo,4,CRU,Cruzeiro,4
30,24/11/2025,PALM,Palmeiras,4,INTE,Internacional,1
31,01/12/2025,BAHI,Bahia,3,INTE,Internacional,4
31,01/12/2025,SPORT,Sport Recife,4,SAO,São Paulo,1
31,01/12/2025,CHAP,Chapecoense,2,COR,Coritiba,4
31,01/12/2025,FLAM,Flamengo,4,ATLE,Atlético-GO,1
31,01/12/2025,CORI,Corinthians,2,PALM,Palmeiras,3
31,01/12/2025,FLU,Fluminense,4,GREM,Grêmio,0
31,01/12/2025,ATHL,Athletico-PR,2,VIT,Vitória,4
31,01/12/2025,ATL,Atlético-MG,4,CEAR,Ceará,1
31,01/12/2025,CRU,Cruzeiro,3,VAS,Vasco,3
31,01/12/2025,JUVE,Juventude,3,GOI,Goiás,4
32,08/12/2025,COR,Coritiba,4,FLU,Fluminense,3
32,08/12/2025,GOI,Goiás,2,ATHL,Athletico-PR,4
32,08/12/2025,CORI,Corinthians,0,SPORT,Sport Recife,1
32,08/12/2025,VAS,Vasco,4,FLAM,Flamengo,4
32,08/12/2025,GREM,Grêmio,1,JUVE,Juventude,2
32,08/12/2025,CHAP,Chapecoense,3,CRU,Cruzeiro,3
32,08/12/2025,ATL,Atlético-MG,3,VIT,Vitória,0
32,08/12/2025,CEAR,Ceará,4,INTE,Internacional,4
32,08/12/2025,ATLE,Atlético-GO,3,SAO,São Paulo,0
32,08/12/2025,PALM,Palmeiras,0,BAHI,Bahia,0
